time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-02-06T03:54:22.600Z,57.622,0.039,196.26,4.7,mb,,90,3.578,0.53,us,us2000je0l,2019-02-06T04:25:51.040Z,"145km SW of L'Esperance Rock, New Zealand",earthquake,10.1,5.8,0.134,17,reviewed,us,us
2019-02-08T00:39:18.340Z,52.3975,0.4563,81.31,2.6,ml,,139,0.736,0.6,us,us2000jf5f,2019-02-09T02:52:22.040Z,"76km NE of Semisopochnoi Island, Alaska",earthquake,14.8,21.1,,,reviewed,us,ak
2019-02-03T06:11:56.130Z,56.0621,0.485,35,4.9,mb,,164,4.027,0.82,us,us2000jcn9,2019-02-03T07:21:01.040Z,"283km SSW of L'Esperance Rock, New Zealand",earthquake,6.7,1.9,0.114,24,reviewed,us,us
2019-02-05T04:02:44.253Z,51.5971,0.6725,105.4,2.5,ml,,,,0.46,ak,ak0191nlqrmy,2019-02-05T19:21:11.761Z,"40km NNW of Amatignak Island, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2019-02-07T17:28:18.290Z,72.7029,1.2356,534.9,4.2,mb,,108,3.069,0.43,us,us2000jeul,2019-02-07T20:37:26.040Z,"220km ESE of Lambasa, Fiji",earthquake,21.6,9.4,0.088,36,reviewed,us,us
2019-02-05T10:32:45.680Z,51.9988,1.3786,258.45,4.1,mb,,243,0.921,0.59,us,us2000jdk8,2019-02-05T12:18:53.040Z,"35km WNW of Tanaga Volcano, Alaska",earthquake,12.5,12.6,0.075,48,reviewed,us,us
2019-02-09T23:01:16.190Z,75.0993,1.544,360.3,4.8,mb,,36,0.672,1.11,us,us2000jfse,2019-02-09T23:26:34.040Z,"73km SSW of Sigave, Wallis and Futuna",earthquake,7.9,5.1,0.039,202,reviewed,us,us
2019-02-05T19:06:57.526Z,51.6663,1.5958,20,1.9,ml,,,,0.54,ak,ak0191nup35p,2019-02-05T19:48:41.774Z,"30km SW of Tanaga Volcano, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2019-02-09T15:03:43.380Z,69.2859,1.7853,561.06,4.9,mb,,93,4.599,0.67,us,us2000jfp2,2019-02-09T15:20:10.040Z,"51km E of Ndoi Island, Fiji",earthquake,13.6,9.4,0.067,70,reviewed,us,us
2019-02-04T15:19:43.170Z,71.8356,2.1382,623.02,4.6,mb,,75,3.843,1.32,us,us2000jd5j,2019-02-04T17:25:32.040Z,"288km NNE of Ndoi Island, Fiji",earthquake,13.8,6.9,0.036,233,reviewed,us,us
2019-02-06T13:47:10.320Z,66.9214,3.0583,171.92,4.9,mb,,120,6.204,1.06,us,us2000je6c,2019-02-07T09:11:33.040Z,"274km SW of Vaini, Tonga",earthquake,11.3,7.9,0.082,47,reviewed,us,us
2019-02-04T10:38:08.040Z,65.3901,3.8412,55.14,5.3,mb,,69,8.706,1.06,us,us2000jd3d,2019-02-04T11:04:15.040Z,South of the Fiji Islands,earthquake,12.1,4.8,0.037,244,reviewed,us,us
2019-02-05T01:56:38.210Z,51.6726,4.1882,46.1,3.6,ml,,,,0.66,ak,ak0191nka0hr,2019-02-05T04:11:37.803Z,"62km ESE of Adak, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2019-02-06T21:50:56.160Z,51.935,8.4639,40.33,4.4,mb,,140,1.664,1.32,us,us2000jeg9,2019-02-06T23:13:35.215Z,"64km SSW of Amukta Island, Alaska",earthquake,8.4,7.4,0.053,103,reviewed,us,us
2019-02-09T14:18:33.810Z,50.2112,9.7376,10,4.1,mb,,140,3.177,1.35,us,us2000jfnz,2019-02-09T22:11:23.163Z,"262km SSE of Amukta Island, Alaska",earthquake,11,2,0.087,36,reviewed,us,us
2019-02-08T12:04:27.599Z,51.9097,9.9578,20,3.3,ml,,,,1.09,ak,ak0191sp4p62,2019-02-08T17:19:16.065Z,"91km SSE of Yunaska Island, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-02-08T08:30:02.720Z,52.5277,10.2226,10,3.7,mb,,208,1.155,1.17,us,us2000jfe4,2019-02-09T06:41:26.040Z,"63km E of Yunaska Island, Alaska",earthquake,8.1,2,0.14,13,reviewed,us,us
2019-02-07T12:22:23.400Z,51.9782,10.6632,35,3.8,mb,,218,2.537,1.26,us,us2000jeqc,2019-02-07T17:37:39.869Z,"111km SSW of Nikolski, Alaska",earthquake,10.7,2,0.091,31,reviewed,us,us
2019-02-03T20:23:17.957Z,53.8817,12.8605,35,1.7,ml,,,,0.64,ak,ak0191kkbfza,2019-02-03T23:16:15.692Z,"39km W of Unalaska, Alaska",other event,,0.5,,,reviewed,ak,ak
2019-02-04T03:14:21.770Z,51.9071,12.9035,10,2.6,ml,,318,1.585,0.36,us,us2000jdb9,2019-02-06T00:34:12.040Z,"166km SE of Nikolski, Alaska",earthquake,7.4,2,,,reviewed,us,ak
2019-02-03T18:08:35.330Z,67.5893,14.5871,0,2.8,ml,,,,0.9,ak,ak0191kj1e3k,2019-02-03T18:21:24.976Z,"101km SE of Point Hope, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-03T14:45:02.861Z,64.5041,19.8694,0,1.7,ml,,,,1.11,ak,ak0191kgvipa,2019-02-03T14:56:53.768Z,"77km NNE of Unalakleet, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-02-09T04:37:51.351Z,66.1774,21.8091,11.8,3.6,ml,,,,0.84,ak,ak0191u83nof,2019-02-09T22:01:30.040Z,"100km SW of Kobuk, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2019-02-03T12:55:56.951Z,56.9118,22.3621,0,3.2,ml,,,,0.98,ak,ak0191kfqwuh,2019-02-03T13:09:03.040Z,"101km NE of Chignik Lake, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-02-07T00:56:35.530Z,67.9065,22.37,8.4,2.1,ml,,,,0.47,ak,ak0191qur9lt,2019-02-07T01:09:33.486Z,"115km NNW of Kobuk, Alaska",earthquake,,3.1,,,automatic,ak,ak
2019-02-06T00:04:03.652Z,57.118,22.3715,0.2,2.1,ml,,,,0.52,ak,ak0191p6wpeu,2019-02-06T00:16:41.276Z,"118km NE of Chignik Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-09T22:43:39.017Z,57.0959,22.4412,1.3,3,ml,,,,0.94,ak,ak0191uiupvx,2019-02-09T23:09:02.040Z,"119km NE of Chignik Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-02-09T14:21:48.516Z,56.2566,22.6607,48.2,3.4,ml,,,,0.79,ak,ak0191udyjyt,2019-02-09T17:13:15.040Z,"88km E of Chignik Lake, Alaska",earthquake,,2.5,,,automatic,ak,ak
2019-02-07T09:32:30.779Z,67.9984,22.6622,0,2.9,ml,,,,0.94,ak,ak0191qzz8zi,2019-02-07T09:45:10.506Z,"123km N of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-02-10T02:21:47.398Z,66.3012,23.0565,0.1,2.9,ml,,,,0.87,ak,ak0191vucp50,2019-02-10T02:34:32.684Z,"67km S of Kobuk, Alaska",earthquake,,1.1,,,automatic,ak,ak
2019-02-05T03:38:31.753Z,57.3767,23.152,107.1,2.5,ml,,,,0.25,ak,ak0191nld093,2019-02-05T03:41:02.752Z,"146km S of King Salmon, Alaska",earthquake,,1.6,,,automatic,ak,ak
2019-02-04T09:12:15.077Z,58.2025,23.6986,4.9,1.9,ml,,,,0.69,ak,ak0191m18nhe,2019-02-04T09:23:48.015Z,"58km SSE of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-02-07T19:06:58.010Z,18.4768333,23.7031667,26.83,4.62,ml,75,308,,0.12,hv,hv70802976,2019-02-08T18:38:33.136Z,"85km SW of Hawaiian Ocean View, Hawaii",earthquake,0.72,1.6,0.159,53,reviewed,hv,hv
2019-02-03T21:47:59.440Z,18.4286667,23.7635,31.02,2.79,ml,52,311,0.7684,0.1,hv,hv70796741,2019-02-05T19:53:30.478Z,"134km SSW of Hawaiian Ocean View, Hawaii",earthquake,0.79,1.83,0.089,13,reviewed,hv,hv
2019-02-04T04:23:20.042Z,57.5612,23.9327,77.5,1.7,ml,,,,0.55,ak,ak0191lybpxu,2019-02-04T20:20:19.075Z,"125km W of Larsen Bay, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2019-02-09T17:15:26.680Z,19.5041676,24.1040039,9.2,1.86,md,33,181,0.02582,0.19,hv,hv70805761,2019-02-09T17:18:27.510Z,"2km ENE of Captain Cook, Hawaii",earthquake,0.89,0.43,0.1,7,automatic,hv,hv
2019-02-06T04:20:17.090Z,19.8118333,24.1138333,40.53,2.22,md,43,270,0.1352,0.11,hv,hv70800066,2019-02-07T02:44:12.490Z,"13km NE of Kalaoa, Hawaii",earthquake,0.65,0.81,0.102,21,reviewed,hv,hv
2019-02-08T13:02:29.370Z,60.7599,24.1139,7.1,1.7,ml,,,,0.41,ak,ak0191sppnsv,2019-02-08T13:10:06.793Z,"124km NNW of Old Iliamna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-02-06T23:36:51.580Z,19.8015,24.2188333,21.26,2.68,ml,51,123,0.1271,0.13,hv,hv70801531,2019-02-07T20:04:39.817Z,"15km SSE of Waikoloa Village, Hawaii",earthquake,0.42,0.91,0.141,32,reviewed,hv,hv
2019-02-03T19:28:29.150Z,19.1919994,24.3078308,-1.06,1.83,md,41,74,0.06032,0.21,hv,hv70796541,2019-02-03T19:34:12.660Z,"15km NNE of Hawaiian Ocean View, Hawaii",earthquake,0.43,0.21,0.09,12,automatic,hv,hv
2019-02-07T02:26:24.500Z,19.5136667,24.339,5.33,1.35,md,22,133,0.0317,0.12,hv,hv70801836,2019-02-08T20:46:06.960Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.38,0.51,0.093,13,reviewed,hv,hv
2019-02-07T19:33:27.520Z,19.5153333,24.3436667,4.94,1.01,md,10,127,0.02821,0.09,hv,hv70803001,2019-02-08T20:56:01.170Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.45,0.68,0.065,5,reviewed,hv,hv
2019-02-06T04:11:59.650Z,19.4826667,24.3438333,3.11,0.94,md,21,74,0.04893,0.12,hv,hv70800051,2019-02-08T23:13:43.400Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.82,0.182,11,reviewed,hv,hv
2019-02-07T04:40:30.710Z,19.5171667,24.3438333,5.87,0.99,md,12,131,0.02648,0.11,hv,hv70802076,2019-02-07T19:03:33.990Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.6,0.86,0.071,7,reviewed,hv,hv
2019-02-07T12:31:09.740Z,19.5188333,24.344,5.14,2.05,ml,37,71,0.02493,0.12,hv,hv70802601,2019-02-07T19:14:14.490Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.45,0.124,17,reviewed,hv,hv
2019-02-07T05:13:36.140Z,19.5138333,24.345,5.09,1.02,md,12,115,0.0291,0.09,hv,hv70802131,2019-02-07T18:55:43.200Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.54,0.88,0.121,7,reviewed,hv,hv
2019-02-06T12:52:49.150Z,19.5138333,24.3455,5.07,1.69,ml,15,114,0.02894,0.1,hv,hv70800581,2019-02-06T19:04:53.120Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.5,0.69,0.156,11,reviewed,hv,hv
2019-02-06T10:17:36.960Z,19.4858333,24.346,3.51,1.81,ml,40,77,0.04952,0.1,hv,hv70800391,2019-02-06T20:53:47.590Z,"22km E of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.6,0.112,9,reviewed,hv,hv
2019-02-07T11:31:53.320Z,19.5153333,24.3461667,5.18,1.02,md,12,115,0.02732,0.09,hv,hv70802546,2019-02-07T18:32:27.970Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.52,0.7,0.076,8,reviewed,hv,hv
2019-02-07T09:32:30.690Z,19.5108333,24.3463333,4.87,2.32,ml,33,60,0.03152,0.12,hv,hv70802386,2019-02-07T20:47:34.280Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.35,0.56,0.162,30,reviewed,hv,hv
2019-02-06T23:29:55.320Z,19.5051667,24.3466667,4.56,2.02,ml,41,56,0.03688,0.13,hv,hv70801526,2019-02-07T00:13:00.350Z,"22km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.28,0.45,0.198,13,reviewed,hv,hv
2019-02-07T10:48:11.200Z,19.5128333,24.3466667,4.73,1.22,md,30,112,0.02953,0.1,hv,hv70802491,2019-02-08T22:56:38.030Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.31,0.45,0.214,15,reviewed,hv,hv
2019-02-06T12:59:49.820Z,19.5088333,24.3475,3.54,1.34,md,37,58,0.03315,0.12,hv,hv70800596,2019-02-07T01:08:04.870Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.31,0.53,0.11,16,reviewed,hv,hv
2019-02-06T22:15:00.420Z,19.5113333,24.348,4.32,2.09,ml,35,59,0.03062,0.11,hv,hv70801326,2019-02-07T00:48:49.627Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.26,0.45,0.142,18,reviewed,hv,hv
2019-02-06T12:25:53.870Z,19.5043333,24.3495,2.4,1.32,md,36,53,0.03716,0.16,hv,hv70800531,2019-02-06T21:53:16.900Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.31,0.73,0.106,24,reviewed,hv,hv
2019-02-06T12:55:08.780Z,19.5048333,24.3496667,3.6,1.78,ml,30,53,0.03664,0.13,hv,hv70800586,2019-02-06T20:39:50.880Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.29,0.61,0.25,6,reviewed,hv,hv
2019-02-07T03:04:00.980Z,19.5068333,24.3501667,4.4,1.61,ml,24,53,0.0346,0.13,hv,hv70801931,2019-02-07T18:46:06.720Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.44,0.73,0.083,7,reviewed,hv,hv
2019-02-06T13:11:24.860Z,19.5055,24.3508333,3.25,1.1,md,24,51,0.03582,0.14,hv,hv70800631,2019-02-07T02:11:10.960Z,"23km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.32,0.71,0.209,12,reviewed,hv,hv
2019-02-07T20:29:57.260Z,19.4961667,24.3571667,-1.15,1.21,md,25,55,0.04479,0.15,hv,hv70803106,2019-02-08T19:04:25.010Z,"23km E of Honaunau-Napoopoo, Hawaii",earthquake,0.33,0.63,0.177,13,reviewed,hv,hv
2019-02-05T22:57:42.740Z,19.4193333,24.3701667,0.3,1.2,md,19,147,0.01664,0.09,hv,hv70799606,2019-02-07T01:26:44.330Z,"24km E of Honaunau-Napoopoo, Hawaii",earthquake,0.37,0.58,0.128,12,reviewed,hv,hv
2019-02-08T03:55:06.050Z,19.4565,24.3913333,-3,2.02,ml,33,91,0.007274,0.12,hv,hv70803571,2019-02-08T20:21:18.290Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake,0.18,0.2,0.118,20,reviewed,hv,hv
2019-02-07T12:16:22.120Z,19.451,24.3966667,-1.75,1.28,md,26,67,0.0009967,0.13,hv,hv70802591,2019-02-07T22:19:27.800Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.19,0.058,17,reviewed,hv,hv
2019-02-03T19:42:34.880Z,19.447834,24.3970032,-1.08,1.82,ml,16,89,0.00398,0.16,hv,hv70796561,2019-02-03T19:48:15.820Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.39,0.37,0.27,3,automatic,hv,hv
2019-02-08T08:01:00.740Z,19.829,24.3986667,12.86,1.72,md,34,100,0.05969,0.13,hv,hv70803771,2019-02-09T01:34:55.880Z,"22km SSE of Waimea, Hawaii",earthquake,0.34,0.33,0.067,19,reviewed,hv,hv
2019-02-06T04:35:32.420Z,19.4326667,24.4021667,-2.17,0.72,md,10,82,0.01961,0.14,hv,hv70800076,2019-02-07T01:32:13.920Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.27,0.35,0.123,5,reviewed,hv,hv
2019-02-03T12:56:51.260Z,19.9683333,24.4043333,33.57,1.82,ml,29,144,0.1137,0.11,hv,hv70796211,2019-02-04T22:22:44.720Z,"9km SE of Waimea, Hawaii",earthquake,0.53,0.86,0.133,4,reviewed,hv,hv
2019-02-08T02:35:10.400Z,19.3761667,24.4065,10.8,2.53,ml,52,39,0.04165,0.11,hv,hv70803511,2019-02-08T03:33:38.040Z,"22km NNW of Pahala, Hawaii",earthquake,0.23,0.28,0.162,30,reviewed,hv,hv
2019-02-09T11:30:32.930Z,19.7761669,24.4186707,3.09,2.45,md,30,104,0.04958,0.32,hv,hv70805516,2019-02-09T19:03:40.589Z,"28km SSE of Waimea, Hawaii",earthquake,0.7,1.17,0.46,3,automatic,hv,hv
2019-02-05T19:47:20.770Z,18.9075,24.468,36.96,2.03,md,47,255,0.1472,0.11,hv,hv70799326,2019-02-05T20:45:07.091Z,"30km SE of Hawaiian Ocean View, Hawaii",earthquake,0.61,0.62,0.03,19,reviewed,hv,hv
2019-02-06T11:04:37.950Z,19.2873333,24.5085,7.95,2.13,ml,58,49,0.03939,0.13,hv,hv70800441,2019-02-06T19:42:58.260Z,"9km N of Pahala, Hawaii",earthquake,0.2,0.54,0.232,27,reviewed,hv,hv
2019-02-03T11:04:25.080Z,19.1881667,24.5135,32.44,1.99,ml,36,76,0.01775,0.11,hv,hv70796101,2019-02-04T18:51:20.040Z,"2km SSW of Pahala, Hawaii",earthquake,0.59,0.75,0.185,17,reviewed,hv,hv
2019-02-05T14:14:54.210Z,19.3911667,24.5181667,40.57,1.99,ml,30,36,0.06496,0.12,hv,hv70798911,2019-02-05T20:14:52.330Z,"20km N of Pahala, Hawaii",earthquake,0.61,0.58,0.293,11,reviewed,hv,hv
2019-02-03T10:38:52.770Z,19.173,24.5203333,32.67,1.72,md,36,152,0.07717,0.1,hv,hv70796066,2019-02-05T01:18:15.390Z,"3km S of Pahala, Hawaii",earthquake,0.56,0.79,0.02,18,reviewed,hv,hv
2019-02-08T04:54:35.320Z,18.9531667,24.5225,34.41,2.9,ml,73,231,0.1704,0.12,hv,hv70803656,2019-02-09T17:02:40.329Z,"33km S of Pahala, Hawaii",earthquake,0.42,0.61,0.185,47,reviewed,hv,hv
2019-02-08T14:49:05.970Z,19.1606667,24.5225,32.54,2.16,ml,57,116,0.01545,0.11,hv,hv70804161,2019-02-08T21:21:35.560Z,"4km S of Pahala, Hawaii",earthquake,0.42,0.6,0.222,22,reviewed,hv,hv
2019-02-06T23:09:10.960Z,19.1474991,24.5268402,33.28,1.77,md,30,247,0.01307,0.1,hv,hv70801476,2019-02-06T23:12:21.540Z,"6km S of Pahala, Hawaii",earthquake,0.92,1.31,0.27,4,automatic,hv,hv
2019-02-05T17:16:48.120Z,19.4551667,24.5296667,8.31,2.65,ml,57,44,0.05178,0.11,hv,hv70799121,2019-02-06T16:55:46.040Z,"24km W of Volcano, Hawaii",earthquake,0.25,0.33,0.165,42,reviewed,hv,hv
2019-02-06T12:20:44.450Z,19.1713333,24.5336667,32.38,2.24,ml,40,96,0.01633,0.09,hv,hv70800526,2019-02-06T17:32:38.570Z,"4km SSE of Pahala, Hawaii",earthquake,0.53,0.69,0.185,22,reviewed,hv,hv
2019-02-06T04:44:25.280Z,19.4953333,24.558,5.68,1.79,ml,44,110,0.03693,0.14,hv,hv70800086,2019-02-06T18:00:36.510Z,"22km WNW of Volcano, Hawaii",earthquake,0.32,0.8,0.227,14,reviewed,hv,hv
2019-02-03T10:25:51.260Z,19.1168333,24.5593333,36.21,2.31,ml,45,178,0.0434,0.18,hv,hv70796056,2019-02-04T18:37:42.280Z,"9km SE of Pahala, Hawaii",earthquake,0.61,0.72,0.132,16,reviewed,hv,hv
2019-02-09T19:54:15.650Z,19.1959991,24.572998,-0.56,1.7,md,37,148,0.04982,0.22,hv,hv70805881,2019-02-09T19:57:24.430Z,"5km E of Pahala, Hawaii",earthquake,0.61,0.2,0.27,19,automatic,hv,hv
2019-02-04T09:56:01.850Z,19.1671667,24.5846667,36.62,1.82,md,49,176,0.04574,0.11,hv,hv70797366,2019-02-05T03:06:55.490Z,"8km ESE of Pahala, Hawaii",earthquake,0.53,0.62,0.063,24,reviewed,hv,hv
2019-02-04T01:06:35.110Z,19.1603333,24.5848333,36.4,1.76,md,30,199,0.04465,0.11,hv,hv70796911,2019-02-04T19:25:00.580Z,"8km SE of Pahala, Hawaii",earthquake,0.88,0.8,0.049,14,reviewed,hv,hv
2019-02-09T16:18:20.740Z,19.2121658,24.5901642,34.19,2.31,md,54,148,0.02777,0.13,hv,hv70805721,2019-02-09T16:21:30.240Z,"7km E of Pahala, Hawaii",earthquake,0.48,0.65,0.09,15,automatic,hv,hv
2019-02-03T20:05:28.470Z,19.4876667,24.591,0.44,2.35,ml,31,106,0.02236,0.11,hv,hv70796591,2019-02-04T19:03:59.550Z,"19km WNW of Volcano, Hawaii",earthquake,0.37,0.27,0.172,14,reviewed,hv,hv
2019-02-05T12:05:21.490Z,19.2186667,24.594,33.26,1.79,md,55,146,0.02039,0.11,hv,hv70798816,2019-02-05T20:17:22.570Z,"7km E of Pahala, Hawaii",earthquake,0.48,0.59,0.127,26,reviewed,hv,hv
2019-02-03T12:09:54.670Z,19.4915,24.595,0.61,1.79,ml,24,117,0.01798,0.1,hv,hv70796171,2019-02-04T18:40:57.980Z,"18km WNW of Volcano, Hawaii",earthquake,0.44,0.33,0.108,6,reviewed,hv,hv
2019-02-03T05:48:21.520Z,19.3428333,24.5973333,8.57,0.98,md,24,72,0.01861,0.1,hv,hv70795851,2019-02-03T06:53:00.280Z,"17km NNE of Pahala, Hawaii",earthquake,0.34,0.72,0.059,8,reviewed,hv,hv
2019-02-08T04:23:52.630Z,19.0481667,24.6158333,29.71,2.07,ml,53,209,0.1297,0.1,hv,hv70803611,2019-02-08T21:21:06.460Z,"20km SSE of Pahala, Hawaii",earthquake,0.46,0.85,0.171,18,reviewed,hv,hv
2019-02-06T12:19:23.450Z,19.2605,24.627,30.32,1.64,md,46,136,0.03254,0.11,hv,hv70800521,2019-02-06T20:01:25.050Z,"12km ENE of Pahala, Hawaii",earthquake,0.47,0.65,0.072,20,reviewed,hv,hv
2019-02-09T11:42:59.080Z,19.2609997,24.6308289,32.28,2.26,ml,56,143,0.03553,0.14,hv,hv70805526,2019-02-09T11:48:42.180Z,"13km ENE of Pahala, Hawaii",earthquake,0.59,0.58,4.41,4,automatic,hv,hv
2019-02-05T05:40:32.960Z,19.518,24.6968333,9.33,2.58,md,57,53,0.06324,0.12,hv,hv70798486,2019-02-07T21:59:21.040Z,"11km NW of Volcano, Hawaii",earthquake,0.27,0.53,0.121,22,reviewed,hv,hv
2019-02-09T12:00:05.310Z,19.4064999,24.7103271,-1.11,2.08,md,16,57,0.009753,0.31,hv,hv70805546,2019-02-09T12:03:09.000Z,"6km WSW of Volcano, Hawaii",earthquake,0.25,0.45,0.31,8,automatic,hv,hv
2019-02-09T02:00:10.300Z,19.4101667,24.7105,-0.7,1.52,ml,23,62,0.009033,0.11,hv,hv70804996,2019-02-09T02:26:53.720Z,"5km WSW of Volcano, Hawaii",earthquake,0.1,0.13,0.125,7,reviewed,hv,hv
2019-02-09T01:25:38.450Z,19.4095001,24.7116699,-0.34,1.9,ml,17,91,0.009049,0.09,hv,hv70804941,2019-02-09T01:31:23.110Z,"5km WSW of Volcano, Hawaii",earthquake,0.12,0.21,0.23,8,automatic,hv,hv
2019-02-03T10:36:56.530Z,19.434166,24.7128296,-0.44,1.72,ml,11,179,0.01302,0.11,hv,hv70796061,2019-02-03T10:42:39.000Z,"5km W of Volcano, Hawaii",earthquake,0.23,0.28,0.28,5,automatic,hv,hv
2019-02-09T00:59:58.830Z,19.4108334,24.7131653,-0.47,1.83,ml,18,60,0.007268,0.16,hv,hv70804886,2019-02-09T01:05:39.950Z,"5km WSW of Volcano, Hawaii",earthquake,0.13,0.3,0.34,9,automatic,hv,hv
2019-02-09T11:59:51.450Z,19.4130001,24.7133331,-0.33,1.96,ml,15,88,0.005234,0.11,hv,hv70805541,2019-02-09T12:05:33.670Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.33,0.31,10,automatic,hv,hv
2019-02-08T23:56:11.020Z,19.4121667,24.7145,0.1,1.96,ml,25,62,0.005625,0.07,hv,hv70804746,2019-02-09T00:32:47.800Z,"5km WSW of Volcano, Hawaii",earthquake,0.12,0.13,0.118,12,reviewed,hv,hv
2019-02-08T23:44:50.740Z,19.4118333,24.7146667,-0.31,1.71,ml,21,61,0.005914,0.1,hv,hv70804726,2019-02-09T00:42:24.900Z,"5km WSW of Volcano, Hawaii",earthquake,0.11,0.18,0.034,3,reviewed,hv,hv
2019-02-05T18:03:32.630Z,19.4048328,24.7154999,0.23,1.91,md,20,41,0.01277,0.1,hv,hv70799186,2019-02-05T18:06:28.880Z,"5km WSW of Volcano, Hawaii",earthquake,0.15,0.23,0.4,17,automatic,hv,hv
2019-02-09T20:15:39.230Z,19.4039993,24.7161713,0.35,1.77,ml,20,42,0.01289,0.08,hv,hv70805896,2019-02-09T20:21:18.010Z,"5km WSW of Volcano, Hawaii",earthquake,0.15,0.23,0.13,8,automatic,hv,hv
2019-02-05T07:53:29.470Z,19.4039993,24.7161713,0.03,1.9,md,16,61,0.01289,0.13,hv,hv70798646,2019-02-05T07:59:11.340Z,"5km WSW of Volcano, Hawaii",earthquake,0.18,0.26,0.16,11,automatic,hv,hv
2019-02-08T23:57:52.080Z,19.4116667,24.7165,-0.16,1.78,ml,21,57,0.005991,0.07,hv,hv70804751,2019-02-09T00:58:19.200Z,"5km WSW of Volcano, Hawaii",earthquake,0.11,0.18,0.152,10,reviewed,hv,hv
2019-02-09T00:01:52.560Z,19.4128333,24.7165,-0.06,1.77,ml,22,61,0.004836,0.07,hv,hv70804761,2019-02-09T00:25:57.500Z,"5km WSW of Volcano, Hawaii",earthquake,0.11,0.17,0.194,13,reviewed,hv,hv
2019-02-04T15:12:31.730Z,19.4050007,24.716507,0.42,1.75,ml,20,42,0.01261,0.11,hv,hv70797561,2019-02-04T15:18:15.920Z,"5km WSW of Volcano, Hawaii",earthquake,0.18,0.18,0.29,12,automatic,hv,hv
2019-02-03T13:16:33.600Z,19.4041672,24.7168274,-0.01,1.8,md,21,34,0.01255,0.09,hv,hv70796231,2019-02-03T13:22:13.840Z,"5km WSW of Volcano, Hawaii",earthquake,0.14,0.22,0.32,14,automatic,hv,hv
2019-02-06T01:51:28.520Z,19.4055004,24.7168274,-0.08,1.71,md,19,37,0.01213,0.12,hv,hv70799926,2019-02-06T01:57:09.780Z,"5km WSW of Volcano, Hawaii",earthquake,0.14,0.19,0.34,16,automatic,hv,hv
2019-02-09T00:02:26.920Z,19.4121667,24.717,0.07,2.44,ml,24,58,0.005564,0.11,hv,hv70804766,2019-02-09T00:30:14.750Z,"5km WSW of Volcano, Hawaii",earthquake,0.13,0.14,0.143,14,reviewed,hv,hv
2019-02-03T21:21:26.900Z,19.4064999,24.7171631,0.3,1.87,md,9,82,0.01117,0.14,hv,hv70796691,2019-02-03T21:24:25.340Z,"5km WSW of Volcano, Hawaii",earthquake,0.25,0.67,0.46,4,automatic,hv,hv
2019-02-06T19:17:26.750Z,19.404,24.7173333,-0.25,0.97,md,22,35,0.01209,0.1,hv,hv70801136,2019-02-06T20:21:09.270Z,"5km WSW of Volcano, Hawaii",earthquake,0.12,0.19,0.242,11,reviewed,hv,hv
